tag	article 
 2 13 17 	由紐西蘭主辦的亞太經濟合作(APEC)第6屆糧食安全部長會議於 8月19日以視訊方式舉行，會議聚焦討論「新冠肺炎疫情下APEC經濟體之糧食安全數位化及創新政策」及「2030年糧食安全路徑圖之相關計畫活動」，農委會主任委員陳吉仲在會中與各經濟體農業部長針對相關議題交換意見，會後各國部長共同發表APEC「糧食安全部長聲明」，強調APEC會員將共同落實2030年糧食安全路徑圖，針對「數位化與創新」、「生產性」、「包容性」、「永續性」及「公私部門合作」等五大關鍵領域加強合作，以維護亞太區域糧食安全。我國分享如何透過數位與創新政策以確保糧食安全全球持續受到新冠肺炎疫情的影響，糧食安全議題更加受到重視。陳主委在糧食安全部長會議上分享我國透過定期蒐整、盤點重要農產品與生產資材的供應情形與安全庫存，建立糧食安全數位資訊平台，持續滾動評估未來1年的供需情勢，必要時採取緊急進口、釋出庫存等調節手段，以確保國內糧食穩定供應；陳主委呼籲APEC經濟體分享糧食產銷相關資訊，同時透過促進貿易與共同合作，降低糧食供應不足風險，以維護APEC區域糧食安全。我國配合2030年糧食安全路徑圖所做規劃APEC會員為確保區域糧食安全，擬定2030年糧食安全路徑圖，期盼各經濟體針對「數位化與創新」、「生產性」、「包容性」、「永續性」及「公私部門合作」等五大關鍵領域加強合作。對此，陳主委在會中表示我國將全力支持與實踐2030年糧食安全路徑圖，並特別強調降低糧食損失與浪費與因應氣候變遷的重要性。我國身為APEC降低糧食損失與浪費的主導經濟體 (leading economy)，在會中呼籲各國共同推動能力建構研討會與活動，以及採取必要措施，期於2030年前達到糧食浪費減半的聯合國永續發展目標。此外，陳主委也指出農業部門包含森林、土壤與海洋等具備高額度的固碳能力，可協助中和其他產業碳排，是邁向淨零排放及負碳轉型的重要貢獻者。我政府除鼓勵農業產業減少溫室氣體排放與增加碳匯，也積極在畜牧產業推動淨零排放的相關計畫，此外，為了邁向淨零排放的目標，我國正在規劃農業部門「淨零排放路徑圖」，期盼與APEC各會員加強合作，共創永續發展的未來。通過APEC糧食安全部長聲明農委會表示，本次會議通過「糧食安全部長聲明」，呼籲APEC各經濟體針對中小企業、小農及農漁業部門採取適當支持措施，以利經濟復甦，並強調APEC將持續與聯合國、世界貿易組織等其他國際組織合作，共同參與國際重要糧食安全議題，同時承諾依據2030年糧食安全路徑圖，共同落實推動各項重要工作，確保亞太區域人民享有充分、安全、營養、可取得且負擔得起的糧食。資料來源：農委會，2021年8月19日
 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 	「2021總統盃黑客松」於5月14日(五)至7月30日(五)開放提案徵件，邀請各界黑客組隊參賽，提出創意解方，為共創永續韌性臺灣盡一份心力。經過嚴謹縝密的審查作業及民眾投票，「2021總統盃黑客松」初審入選前20強團隊名單於8月12日正式出爐，並公告於總統盃黑客松活動官網-最新消息。國發會表示，感謝各界不因疫情因素，依然踴躍參賽提案，今(2021)年的總統盃黑客松共徵求到164件創意提案，內容包含社會創新、能源轉型、環境保護，以及跨域整合等多元領域範疇，其中有高達53.8%的提案回應公民許願池願望。另外，值得注意的是，今年民間單位與個人提案比例較去年成長4.6%，公私協力提案比例更較去年成長6.2%，顯示民間黑客們日益關心政策的持續優化，並願意身體力行參與其中。為擴大民眾參與，於8月2日(一)至8月6日(五)辦理民眾投票，讓所有關心「永續2.0．韌性島嶼」的民眾皆能透過投票選出自己心中的最佳提案，在各方熱情參與下，為期5天的投票期間共吸引11,800位公民參與投票，較去年成長23.7%，而投票結果亦同步公告於總統盃黑客松活動官網-最新消息。接下來本屆入選團隊將開始進行腦力激盪解題，努力尋求獲得「2021總統盃黑客松」卓越團隊的殊榮。獲獎關鍵除了提案本身，團隊成員更是重要，因此已於8月12日起公開徵求資料分析、資料工程、成果論述等技能之專業高手的加入，幫助團隊一路過關斬將爭取最高榮譽。屆時卓越團隊將進入總統府，由總統親自頒獎，獲獎的提案也將優先落地實踐於政策當中，歡迎各界高手踴躍報名，共同來完整「永續2.0．韌性島嶼」的拼圖，詳情請參考活動官網-自我推薦區。2021總統盃黑客松活動網站：http://presidential-hackathon.taiwan.gov.tw。資料來源：國發會，2021年8月19日
 6 7 8 13 17 	賴清德副總統今（18）日上午以錄影方式為「2021 台灣大未來國際高峰會」線上論壇致詞時表示，面對後疫情時代，臺灣未來唯有持續創新產業價值、進行多元經貿布局、提升投資動能、永續發展能源，才能在全球經濟重新啟動的關鍵時刻，搶奪先機，迎接新局；並呼籲產業界和政府一起努力，全力發展再生能源，促進能源永續發展，尋求臺灣淨零商機與經濟發展的新動能。副總統致詞內容為：今天非常榮幸透過錄影的方式，參加《今周刊》舉辦的第四屆台灣大未來國際高峰會，與各位產學界的重量級領袖及專家，共同前瞻全球未來的產經趨勢。對於《今周刊》連續4年舉辦國內最盛大的產經論壇，而且每次都在經濟金融專業領域引發熱烈的迴響，我首先要向梁發行人及全體工作夥伴表達最高的敬意與感謝。雖然，這次COVID-19疫情對全球的衝擊既深且廣，不僅加速、加大了全球產業供應鏈的重組，改變全世界經濟板塊的結構，也改變了人類的生活和消費型態，而這些改變，對臺灣來說，既是挑戰，也是機會。尤其，去年臺灣疫情控制得宜，經濟成長亮眼，今年上半年經濟成長概估為8.19％。但因變種病毒襲擊全球，國內疫情在今年5月升溫，所幸政府在最短時間內控制疫情，推出紓困4.0方案，逐步將疫情的負面衝擊降到最低。由於世界各國已經陸續鬆綁防疫管制，經貿活動持續增溫，因疫情而帶動的宅經濟、遠距商機及數位轉型商機依然保持相當的動能，加上出口暢旺、投資強勁等有利因素，相信臺灣今年的經濟仍然可以穩健成長。面對後疫情時代因疫病傳染、極端氣候、地緣政治衝突等不確定因素，我認為臺灣未來唯有持續創新產業價值、進行多元經貿布局、提升投資動能、永續發展能源，才能在全球經濟重新啟動的關鍵時刻，搶奪先機，迎接新局。首先，在創新產業價值方面，臺灣強大的製造優勢、完整的產業聚落，是我們產業發展的最重要支柱。面對全球供應鏈重組的大環境，政府除將以ICT產業優勢為基礎，持續推動「5加2產業創新計畫」外，也將陸續推動六大核心戰略產業，促進產業多元發展，打造臺灣成為「高階製造、高科技研發、半導體先進製程、綠能發展」等四大中心，提高臺灣在全球產業鏈關鍵地位的影響力。其次，在多元經貿布局上，為提升臺灣對外經貿的格局及多元性，政府除持續強化對美投資及貿易鏈結，推動臺美TIFA會談聚焦供應鏈合作、數位貿易等議題外，也積極與歐盟等理念相近國家辦理供應鏈論壇，持續深化與新南向國家在經貿、產業、人才等多面向合作，並積極爭取加入CPTPP，全面檢視調整現行法規，與CPTPP成員國諮商，讓臺灣企業能夠走向國際，為我國產業爭取商機。在提升投資動能方面，政府將持續推動投資臺灣三大方案，為企業搭建投資便捷管道。截至今年7月30日止，投資金額已超過1兆2,000億元，預估可創造約10萬8,000個就業機會。另外在美中對抗不斷加劇的經貿結構下，多元布局越來越重要。而臺灣位於亞太經貿樞紐，人才素質優良充沛，創新動能強勁，加上具有智慧財產權、資安保護完善等優越條件，很多國際企業包括微軟、Google、ASML、思科等紛紛加碼投資臺灣，來臺灣設立研發中心。我要藉此機會呼籲台商，在全球經濟重新啟動的關鍵時刻，趕快回臺投資，不僅可強化產業供應鏈的韌性，而且能夠回應國際品牌客戶的要求。最後，面對國際減碳趨勢，政府正以展綠、增氣、減煤、非核為方向推動臺灣能源轉型，積極推動零碳再生能源的發展，為臺灣朝淨零排放打下良好的基礎。尤其最近歐、美、日等130個國家陸續公布新的淨零排放目標，全球2,000大上市公司中也有五分之一做出淨零排放承諾。臺灣如不加速及早因應，引入低碳技術與製程，建立全新的淨零排放管理機制，勢必會被國際社會所淘汰。能源轉型不僅是能源結構改變，更攸關產業國際競爭力，我呼籲產業界和政府一起努力，全力發展再生能源，促進能源永續發展，尋求臺灣淨零商機與經濟發展的新動能。面對全球經貿秩序重整的關鍵時刻，政府將持續掌握契機、強化產業韌性，提升投資動能，擴展國際經貿合作，讓臺灣經濟脫胎換骨，在後疫情時代激烈的競爭當中脫穎而出。資料來源：總統府，2021年8月18日
 6 7 8 13 	聯合國盤點出全球重大議題，提出兼顧經濟、社會與環境三大面向的永續發展目標(Sustainable Development Goals，簡稱SDGs)，作為2030年前解決社會問題的方針，提供各國作為永續發展的目標指引。而台南市首創低碳校園認證，今(16)日於安平國小風雨球場舉行109學年度低碳示範校園標章認證頒獎典禮，由市長黃偉哲頒獎表揚通過示範校園標章認證計65校76項標章，獎勵學校推動低碳校園的努力。這次頒獎典禮因應疫情及考量低碳節能意識，特別移至通風室外，於安平國小風雨球場舉行。台南市長黃偉哲表示，全球氣候變遷及環境議題所造成的危機逐漸受到重視，現在面臨的許多問題源自於環境本身，然而環境本身有賴人類去經營，碳排放量步步升高，氣候暖化的情形一直沒有辦法獲得遏制，造成極端的氣候，人類即使不斷加高堤防、挖深河道、墊高建築，這些作為永遠比不過大自然的反撲，因此，盡力減少碳排放，建立低碳城市、建立低碳的校園，這是非常重要的一步南市長期深耕低碳永續教育，師生皆能落實永續環境之公民行動，進而讓全市民眾都能具備綠色意識，落實永續宜居城市的理想，今日頒獎典禮，市議員蔡旺詮、李啟維也到場表達支持與鼓勵。教育局長鄭新輝表示，為展現南市低碳城市於學校之具體成果，教育局致力推動「低碳示範校園標章認證實施計畫」，協助學校發展為社區低碳教育示範推廣中心，統計已取得有效標章學校計195校，頒發289項認證標章。而109學年由甲中國小、西門實小、下營國中、大內國中及北區文賢國中等5校獲得低碳示範學校的殊榮，於活動現場分享低碳推動成果，期望師生認識國際趨勢及永續發展脈絡，一同營造友善、低碳、永續發展的校園環境。下營國中在今年度同時通過5項標章申請，榮獲示範學校殊榮，該校充分運用校舍屋頂空間設置91.08kw太陽光電再生能源系統外，另以再生能源為主題榮獲南市科學展覽第一名佳績。大內國中設置廚房回收逆滲透處理水用於清潔與綠美化，於學校課程安排中介教育木工課，進行課桌椅循環再利用；北區文賢國中具體實踐資源再生循環利用，定期辦理跳蚤市場義賣所得捐助華山基金會，結合環境教育落實社會弱勢扶助，別具意義。西門實小善用學校地域環境，關注鄰近的鹽水溪生態，以水環境志工隊監測水質，定期辦理親子淨溪活動，以環境教育和國際教育雙軸榮獲教育部教學卓越金質獎；甲中國小結合防災教育，運用回收素材師生共同創作家庭防災立體模型，另與在地產業及社區藝術家合作，以收割稻草進行祈福注連繩裝置藝術創作，實踐永續校園資源再生循環利用的理念。
 2 12 	為促進畜產資源合作及永續經營，台糖公司於今(16)日上午假台糖總管理處舉辦與農委會畜試所合作備忘錄(MOU)簽署儀式，儀式由台糖總經理王國禧主持，並與農委會畜試所所長黃振芳在雙方成員共同見證下，正式簽署合作備忘錄。未來台糖與畜試所將攜手於飼料、肉品加工及智慧農業的技術交流上深化合作，秉持「畜產等於續產」理念，共同為臺灣畜牧業國際競爭力及永續發展增添助力與新量能。台糖表示，台糖與畜試所資源互補性高，雙方簽訂MOU不僅達到互惠之加乘效果，更是促進畜產業轉型升級的大利多。台糖擁有垂直整合飼料、養殖、肉品加工的經驗及場域優勢，結合畜試所充沛的研發與技術能量，共同組成研究團隊，聚焦「飼料配方」(精準營養、減廢飼料及在地化替代飼料)、「肉品加工」(外銷目標與屠體評級)，以及「智慧農業」(農機與自動化系統)等項目，盼能胼手新創畜產、聯合締造農發，為畜牧產業轉型迎來新契機。台糖指出，養豬一直是公司的核心事業，畜牧永續發展更是願景目標。近年公司將「循環經濟」與「新農業」落實到養豬事業已展現成果，去年全球畜殖業第一座BSI認證的「台糖東海豐農業循環園區」正式啟用，轄下豬場現代化改建工程也正如火如荼進行中。台糖率先建立標竿典範，也盼更多專業夥伴一起加入，加速國內畜殖產業的轉型升級，今與畜試所攜手合作，互惠共享畜產資源及技術外，未來創新研發成果也有助於提升整體競爭力。台糖補充，本次MOU合作範圍除飼料、肉品、智慧農業項目外，也擴及經驗與技術交流、學術資料交流、教育推廣、資源互惠，以及畜產學術推展等六大範疇，有助於未來雙方共同爭取政府研究計畫及產學合作計畫，並共享智慧財產研發成果，為臺灣畜產業的創新加值及永續經營驅動更高量能、拓展更遠鵬程。資料來源：經濟部，2021年8月16日
 6 7 8 11 	雲林縣政府近年來，配合中央政策持續推動綠能產業，並致力推動產業、綠能、生態共贏的三贏措施；更將眼光放遠國際，將雲林縣推向綠色供應鏈的綠能城市。今(08/13)由雲林縣長張麗善、建設處長李俊興前往台西鄉公所，與推動漁電共生的魚塭養殖鄉親及能源業者們，共同宣誓致力推動雲林地方產業與綠能結合，帶給雲林縣更有國際觀、在地產業興盛、地盡其利等優勢，創造雲林縣綠能亮點。縣長張麗善表示，雲林縣擁有充足日照及豐沛風場，目前在太陽光電及風力發電效能上，高居全國前三名，縣府建設處的光電友善服務也榮獲第二名，備受肯定。配合國家2025整體再生能源達20%的目標政策下，雲林縣擁有日照及風力的資源，並符合地層下陷、易淹水及不利耕作等條件下，縣府會堅守著「三不三要」原則發展，三不就是「不影響農漁業權益及發展」、「不妨礙環境景觀及觀光產業發展」、「不違反國土計畫目標及有秩序發展」；三要則是雲林縣「要產業發展及地盡其利」、「要充分就業及繁榮地方」、「要尊重民意及保護縣民」，更堅持一地兩用、地盡其利方式，推動雲林的整體再生能源政策。張麗善指出，本縣目前太陽光電已推廣多年，已有不錯的成效，業者也願意長期投入綠能資源，縣府不僅僅推動長青食堂、校園及風雨球場等屋頂種電，也推動農電(禽畜養殖)屋頂建置光電設施，以達一地兩用。今年的重點在響應我國能源轉型政策暨推動漁電共生專區的劃設推動，台西水產試驗所已具示範成效，藉由本案場的實例拋磚引玉，希望讓更多的養殖業者及能源業者投入雲林縣的綠能產業，在台西產業園區1130多公頃內，只要符合相關規定:合計使用面積5公頃以上、太陽能光電遮蔽率4成以下及養殖產能7成以上等，縣府就會完全支持，同時縣府今年也爭取到經濟部工業局2300餘萬建設經費，提升公共基礎設施，推動漁電產業讓能源轉型政策能夠在雲林深耕，永續經營且帶動地方發展，也達到創造就業機會，留住青年的目標。建設處長李俊興表示，台西工業區編定十幾年而遲未開發，今配合中央能源政策來調整開發申請做為漁電共生。經濟部已在六個縣市規劃先行區，台西鄉目前的先行區在北側，同時縣府向中央申請台西工業區開放，加速未來台西鄉漁電共生的發展。經歷水產試驗所漁電共生試驗場的成效後，大家對漁電共生，非常有信心，且台西鄉養殖漁業興盛，推動以產業結合綠能形式齊頭並進，將台西鄉擁有的優勢強化，在地漁民們也能獲得更好的生活，也降低工業污染，期望將台西鄉打造為全台最大的「公民電廠」，並且兼顧地方特色與產業，讓台西鄉產業再升值。此外，雲林縣政府大力促進地方產業與綠能的媒合，張縣長更邀請在地企業加入綠電認購的行列，除可完善企業社會責任的推行，還可邁向國際綠色價值鏈的一環。讓更多國內企業，可以購買綠電達到ER100的會員標準，成為國內企業外銷國際的重要指標，建構邁向國際綠能指標的城市，並創造雲林縣地方共贏的局面。資料來源：雲林縣政府，2021年8月13日
 1 11 16 17 	以「連結人道援助能量、促進防災科技共享、協力強化區域防災能力」為主軸的「臺灣—帛琉災害管理訓練研習營」，於8月10~12日在帛琉舉行，本活動為美國主辦的「太平洋夥伴」(Pacific Partnership)系列活動之一。美國及帛琉主辦方對於臺灣在防災科技成果表示高度肯定，並與科技部國家災害防救科技中心(災防科技中心)有長期合作與互動，因此邀請災防科技中心共同規劃並參與此次活動，以增進臺灣與帛琉災害管理經驗分享。10日上午的開幕儀式，帛琉總統惠恕仁(Surangel Whipps, Jr.)與副總統森格鮑(J. Uduch Sengebau Senior)女士親自蒞臨開幕典禮。惠恕仁總統提到今年4月16日舒力基颱風(Surigae) 侵襲帛琉，造成通信、電力和供水受損。在面對隨時可能發生的災害，帛琉需要做好防災、減災的準備，而本次活動提供一個意見交流與相互學習的平台，分享帛琉在推動防災工作上所需要的經驗與知識，以共同面對氣候變遷與極端氣候衝擊等議題。副總統森格鮑致詞表示強化防災韌性與推動永續發展已經成為普世價值，帛琉在面對自然災害的風險與因應氣候變遷的挑戰上，需要與臺灣進行科技的交流與經驗的學習。很高興今天有這個機會能開啟兩國的交流與對話，期待能透過後續的持續互動，協助帛琉發展解決挑戰的能力。科技部次長林敏聰也透過視訊表達對臺帛防災科技交流的支持，林次長提到，臺灣與帛琉面對相同的災害風險，包括：地震、颱風與乾旱，科技部願意將歷年臺灣在相關課題上的科研成果與友邦分享，也期待透過未來雙方的共同合作，一起為強化太平洋夥伴的防災韌性而努力。科技部歷年的防災研發成果與經驗，如：地震早期預警系統(P-Alert)、颱風與旱災的預警分析技術、跨部會的防災資訊分析等，都可以與帛琉及各國分享。林次長也強調，科技部配合國家發展方針，規劃以「創新、包容、永續」三大願景，兼顧國家科技突破與永續發展，持續推動相關防災科技上的創新與落實。近年科技部持續推動「智慧防災新南向計畫」，除拓展學術研究的質與量，並強化與新南向各國分享臺灣防災的科技與經驗，促進災害防救科技之國際交流與合作，增進國際夥伴之防災韌性。開幕典禮中，中華民國駐帛琉大使周明淦與美國駐帛琉大使John Hennessey-Niland 也到場表示歡迎這項跨太平洋的合作訓練活動。為期三天的訓練活動，共有二十多位帛琉的防災官員與大學研究人員參加。科技部災防科技中心主任陳宏宇透過視訊，介紹災防科技中心的主要五項防災資訊成果：1. 防災資訊大數據的整合及應用：在科技部與相關單位的協力合作，目前已經整合來自40個跨部會400項大數據資料庫，並實際應用於災害管理各階段。2. 建置「災害情資網」協助中央與地方政府：自2014年起持續強化災害情資網的深度及廣度，免費提供政府與民眾使用，以即時取得相關防災資訊。3. 建置複合式資訊通聯管道：配合政府開放資料政策，建立防災資訊交換標準格式與分享平台，也協助建立災害示警系統，經由手機業者傳送示警資訊。4. 使用即時通訊系統推播防災資訊：與民間通訊業者合作，利用即時通訊推送在地化及客製化防災資訊，並以圖卡強化資訊說明。5. 國際防災資訊合作：自2018年起在科技部「智慧防災新南向計畫」下，已經在菲律賓、不丹與尼泊爾建立國際版的「災害情資網」，以防災科技協助強化防災能。科技部災防科技中心於訓練課程中聚焦於上述議題，在三天的互動討論與經驗交流中，帛琉相關部會對我國在災防科技的發展，表逹高度的興趣與合作的意願。12日閉幕儀式帛琉總統與副總統再次親臨會場，並再次強調雙方在區域合作上強化災防科技應用的必要性。資料來源：科技部，2021年8月12日
 1 10 11 	蔡英文總統今（11）日上午以錄影方式為「2021 ANWS亞洲庇護安置線上年會」開幕致詞。總統指出，臺灣藉由擴大提供平價、優質的社會住宅，減輕受暴婦女、兒童及弱勢族群的負擔，讓他們有能力開始新的人生，落實居住正義；也期盼透過年會的討論及各國的經驗分享，共同持續為保護婦女及兒童權益而努力。總統英文致詞內容為：今天非常榮幸參與這場線上會議。首先，我要感謝各位在疫情期間為保護婦女及兒童權益所做的一切努力。全球婦女庇護網絡組織（Global Network of Women’s Shelters, GNWS）成立以來，一直致力終結世界各地對婦女及兒童的暴行。組織中的亞洲婦女庇護安置網絡（Asian Network of Women’s Shelters, ANWS）及其夥伴們一直致力籲請大家關注區域中受暴婦女及兒童，也努力解決他們對庇護所及社會住宅的迫切需求。我們需要穩定的外在支持系統，強化女性的能力，提供她們成長的機會，以支持婦女離開或終止暴力關係。在臺灣，勵馨基金會也在這方面完成許多重要的工作。以往，臺灣的庇護所主要只提供緊急的短期安置，但是要協助婦女回歸正常生活，庇護所必須在支持過程中提供其他功能。勵馨基金會透過職業訓練及法律、經濟上的協助等提供所需的資源，幫助女性掌控自己的生活。在社會住宅方面，藉由擴大提供平價、優質的住宅，減輕弱勢族群的負擔，讓他們有能力開始新的人生。這就是居住正義的落實。今天的會議透過來自亞洲各地專家們分享真知灼見，為每一位與會者提供寶貴的學習經驗。相信這個論壇將激盪對許多重要議題的討論，並啟發未來的政策思考。感謝各位的努力，希望不久的將來，我們能克服疫情的挑戰，屆時歡迎大家來到臺灣，謝謝大家。資料來源：總統府，2021年8月11日
 7 11 12 13 	宜蘭縣環保局今日至後埤、白米等8個社區村里頒獎，表揚109年壯圍鄉復興村、蘇澳鎮永春里獲得獲得低碳永續家園銀級村里認證，另宜蘭市七張里、宜蘭市成功里、五結鄉中興村、頭城鎮港口里、冬山鄉柯林村及礁溪鄉德陽村等6村里獲得銅級認證。環保局長黃政釧說明，環保署推動低碳永續家園村里評等認證目前最高等級為銀級，宜蘭縣已累積獲得5處銀級村里、41處銅級村里佳績。此次獲得認證村里在低碳永續行動上均有其地方特色，如銀級認證壯圍鄉復興村(後埤社區)從舊建築活化出發，逐步向外跨大進行閒置魚塭活化、髒亂空間綠美化及低碳通行廊道等，串連出低碳永續生活空間；而蘇澳鎮永春里(白米社區)以白米木屐館聞名，近年針對木屐館進行節能減碳行動，包含再生能源建置、使用節能設備及建築隔熱措施等，並以社區內生態環境資源發展出低碳永續遊程。其他銅級認證村里亦結合社區共同推動低碳永續行動，包含成功社區打造友善通行步道，結合雨水回收系統澆灌周邊植栽，營造低碳綠帶廊道；中興社區設置地下雨撲滿供社區農園菜圃使用，同時導入厚土種植技術建立低碳永續農園；德陽社區結合礁溪商圈業者推動汰換傳統招牌燈具節能行動，並結合在地企業辦理聯合防災演練；七張社區設置太陽能光電系統及建築綠化降溫措施等，打造社區低碳活動中心；另臨海的港口社區及冬山鄉柯林社區，皆結合在地生態特色，結合傳統文化以及在地原生物種、棲地保育，推廣低碳綠色永續旅遊。氣候變遷已成為國際間不得不面對的議題，宜蘭縣因應氣候變遷積極推動節約能源、提升效率、鼓勵再生能源及發展綠色運輸等措施，縣府亦持續以「環境放心」之施政願景為低碳永續營造方向。宜蘭縣環保局簡良達科長代表環保局頒發獎牌、獎狀，鼓勵村里社區居民持續參與低碳行動，由下而上建構宜蘭低碳永續家園，營造宜蘭低碳好生活。資料來源：宜蘭縣政府，2021年8月11日
 3 17 	為杜絕新興影響精神物質及不法藥物流竄，維護國人健康安全，食品藥物管理署(下稱食藥署)在亞太經濟合作會議(Asia-Pacific Economic Cooperation, APEC)的支持下，於110年8月10及11日舉辦「2021亞太國際新興影響精神物質及不法藥物檢驗技術研討會」，邀請來自法國、比利時、澳洲、泰國、越南、馬來西亞、菲律賓、日本及我國的學者專家，分享國際間新興影響精神物質及不法藥物之趨勢及相關檢驗技術，促進我國與世界各國的國際交流與合作。新興影響精神物質及不法藥物的快速發展與濫用，向來是全球重要的議題。而近年來國內市面上流竄的新興影響精神物質及不法藥物也逐年增加，對國人身心健康造成的威脅不容小覷。本次研討會吸引逾200位產官學研界等相關單位人員與海外專家學者共襄盛舉、研討交流，以精進我國相關檢驗技術的能力，並保護國人健康與用藥安全。面對COVID-19疫情的挑戰，本次研討會轉型為線上會議，食藥署攜手來自法國、比利時、澳洲、泰國、越南、馬來西亞、菲律賓、日本等8國的學者專家與我國各衛生機關、關務署及檢、警、調等專家，共同探討國際間新興影響精神物質及不法藥物的檢驗技術與未來挑戰，並搭建國際間的交流合作平台，攜手防杜新興影響精神物質與不法藥物流竄。資料來源：食品藥物管理署，2021年8月10日
 6 11 13 	各界關切溫室氣體減量及管理法修法進度及老舊機車汰換一事，環保署說明如下：為了加速減碳並增加對氣候變遷調適的韌性，環保署自109年(去年)起啟動溫室氣體減量及管理法修法，提出強化氣候治理、提升管理效能、增加收費機制及氣候變遷調適等4大修法方向。自去年8月起密集與鋼鐵、光電半導體、水泥、造紙及玻璃業、煉油、人纖、石化及基本化學、電力等各大產業、民間組織及各部會等座談，並於去年12月29日提出具體修正方向，規劃將法規名稱修改為「氣候變遷因應法」，並規劃增列徵收碳費，專款專用於促進低碳產業與技術發展。環保署表示，現行溫管法制定時，將國家長期減量目標入法，當時是以符合巴黎協定在本世紀末控制溫升不超過2∘C為目標。隨著國際倡議加大減碳力道，控制溫升1.5∘C，追求2050淨零排放，蔡總統於今年4月22日地球日亦明確宣示，2050淨零轉型是全世界的目標，也是台灣的目標。因此修改溫管法國家長期減量目標，也是修法重點。目前行政院已組成淨零排放路徑評估工作小組，從去碳能源、產業及能源效率、綠運輸與運具電氣化、負碳技術等評估2050淨零轉型的路徑。溫管法修法是邁向淨零排放重要的法規，近期各界陸續提出建議修正內容，環保署除持續與各界溝通，也會納入考量，期凝聚共識，加速後續法規修正作業。另外環保署為加速車輛污染排放減量，一直積極採取多元管理措施來改善車輛污染問題，包含老舊車輛汰換，加嚴新車排放標準符合國際管制趨勢、油品品質及稽查取締。其中，對於老舊機車汰換為低污染機車提出補助政策，重點在鼓勵汰除96年6月30日前出廠的老舊機車汰換成電動機車或七期燃油機車，使車廠提前二年生產較環保的七期機車，評估不論汰換成電動機車或七期機車，減量幅度皆可達9成以上，綜合而言，補助政策具加速空氣污染改善的正面效益。統計109年有超過78萬輛老舊機車汰除，相較108年老舊機車汰除數量，多汰除了26%，顯示政策達到鼓勵效果。資料來源：行政院環境保護署環管處，2021年8月7日
 7 13 17 	台灣中油公司拓展碳中和液化天然氣 (Carbon Neutral LNG)合作夥伴，今（110）年進一步與液化天然氣供應商義大利能源巨擘埃尼集團(Eni)達成碳中和合作協議。埃尼集團交運之碳中和液化天然氣，今（6）日抵達永安液化天然氣廠外海等待靠卸，這是台灣中油今年第一船碳中和液化天然氣，也是繼去（109）年與殼牌公司（Shell）首次試行碳中和合作後，持續推動碳中和液化天然氣的具體展現。埃尼集團交運之液化天然氣來自印尼東卡里曼丹之Bontang液化廠，上游氣源係該公司合資經營的印尼Jangkrik氣田。藉由此碳中和機制，將液化天然氣從開採生產到使用端，包括上游生產、管輸、液化、船運、氣化、國內管輸及客戶使用所產生的溫室氣體排放量，與符合「自願碳標準(VCS)」之碳權相互抵銷。本次抵換之碳權來自非洲尚比亞(Zambia)、馬拉威(Malawi)之REDD+國際森林保育計畫，經獨立機構Verra驗證、核實抵減之溫室氣體數量，以避免重複計算。此外，埃尼集團更依循國際碳中和實施標準PAS2060取得碳中和認證。台灣中油致力與國際液化天然氣供應商合作，共同實現低碳能源轉型，在達成安全與穩定供應國內用氣為最重要營運目標的同時，進一步藉由碳中和液化天然氣之引進，展現對ESG及2050淨零排放（net-zero emission）議題之重視。註1: 獨立機構Verra 為對前述之碳權認證抵換等作業進行驗證的獨立第三方機構。註2: ESG 是環境保護（Environment）、社會責任（Social）和公司治理（Governance）的縮寫。資料來源：經濟部，2021年8月6日
