SDG_NO,NAME,Title,Content,Link
9,industry-innovation-and-infrastructure,NCKU and Qisda Join Hands in Creating Future Smart University City,"On November 20, NCKU and Qisda Corporation signed a Smart Campus Collaboration Memorandum in agreement to combine each other’s advantages and energy to integrate teaching, research, and living infrastructure management via technologies such as the internet, cloud services, and big data analysis. They aim to incorporate these b asics into the design and operation model of smart cities in the future and expand them to neighboring businesses and communities so as to co-create and experience smart living and build a miniature smart city as an innovative and empirical demonstration.
The signing ceremony of the memorandum was hosted by the Global Research & Industry Alliance,NCKU (GLORIA NCKU) at the old library on NCKU’s Sheng-Li Campus, and NCKU president Dr. Huey-Jen Jenny Su and Qisda chairman and CEO Peter Chen were the signatory representatives. In her speech, Dr. Huey-Jen Jenny Su indicated that they at NCKU should do what changes society and the future and imagine what future society, new lifestyles, and industry opportunities should be like. She stated that their objective is to develop a smart campus starting from energy and healthcare. NCKU has been progressing steadily for the past eighty to ninety years, and smart campuses and cities are the new trend. NCKU must become a base of innovation for smart cities and make efforts and breakthroughs for the land and city they reside in. Qisda chairman and CEO Peter Chen explained that beginning with the hardware and software, Qisda has been developing the brain for a smart campus using artificial intelligence and the internet of things to realize a future smart university city. They also hope to share their smart university city experience with Tainan City to create a smart city and enrich future life.
An international research institute proposed the core elements of a smart campus include smart learning, smart social communities, smart governance, smart healthcare, smart management, and smart green energy. Through academia-industry collaboration, NCKU and Qisda will integrate campus energy conservation facilities, environment monitoring, course arrangement, personnel safety, and teacher and student health. Qisda will assist NCKU in incorporating artificial intelligence and the internet of things to integrate and activate their central management platform, effectively connect and apply on- and off-campus resources and systems, and create a smart city with the aspects of future life. NCKU is a hall of innovation for knowledge transfer and research. Artificial intelligence and the internet of things can facilitate the collection and analysis of big data for campus innovation and research and help turn this smart university city into a miniature demonstration for smart cities.
In recent years, many research teams at NCKU have invested in smart campus installation and relevant research. For example, Professor Tzu-Ping Lin of the Department of Architecture has been setting up a smart sensor network to measure temperature, humidity, and air quality indexes such as PM2.5 and carbon dioxide concentration throughout the campus and provide the information in real-time so as to establish a campus climate map with air-quality monitoring. In the Department of Urban Planning, Professor Wei-Ju Huang has designed CK-Forum, an online teaching platform that uses a cloud collaboration platform to achieve teaching innovation. In addition to strong interactivity and instant communication, it can digitally record and preserve discussion processes across time and space. The ESCO system developed by the energy system management team at the Department of Electrical Engineering uses a reservation function to remotely control energy use and also has a facial recognition function for convenient and secure access control, which achieves energy conservation management and space intelligentization. NCKU is also the first university to have a campus bike network, CK-Bike, which is also a motion detection vehicle. The bikes have embedded chips that collect data for better traffic safety on campus.
Qisda Corporation (originally Continental Systems Inc.) was established in 1984. Headquartered in Taoyuan, Qisda is a multidisciplinary and omnidirectional ODM/OEM service provider that offers electronic products for consumer, commercial, industrial, and medical applications. In recent years, Qisda has been actively developing smart solutions for big data integration and cloud computing technologies.
成功大學與佳世達科技 2018 年 11 月 20 日簽署「智慧校園合作備忘錄」，雙方將結合彼此優勢與能量，透過互聯網、雲端服務、大數據分析等科技與技術，整合教學、研究、生活基礎設施管理的資源與資訊，點、線、面的導入未來智慧城市的設計與運營模式，並延伸至周邊商店與社區，以期共創與體驗智慧生活，將成大打造成為智慧城市的縮影，創新、實證的示範場域。
簽約典禮由國際產學聯盟主辦，在成大勝利校區舊K館舉行，成大校長蘇慧貞、佳世達科技董事長陳其宏分別代表雙方簽署。成大研發長謝孫源、電資學院院長許渭洲、規劃與設計學院院長鄭泰昇、成大國際產學聯盟執行長洪偉仁、佳世達集團智能方案事業群總經理李昌鴻、明基逐鹿總經理曾文興等主管都出席。
蘇慧貞致詞指出，成大要做改變社會、改變未來的事，想像未來的社會、新的生活型態以及產業機會。將從能源、健康等面向著手，發展智慧校園，成大8、90年來穩定務實發展，智慧校園、智慧城市是現今的發展趨勢，成大要成為智慧城市的創新基地，為所在的土地、城市發展努力與突破。陳其宏董事長表示，佳世達從硬體、軟體著手，透過人工智慧物聯網，打造智慧校園的大腦，實現未來智慧大學城，也期待智慧大學城的經驗能夠放大到台南市的場域，創造智慧城市，豐富未來生活。
國際研究機構提出智慧校園的核心為，智慧學習、智慧社群、智慧行政、智慧保健、智慧管理、智慧綠能。成大與佳世達透過學術研究與產業合作，整合校園節能設施、環境監控、課程安排、人員安全、師生健康。其中佳世達將協助成大導入人工智慧物聯網，藉由中央管理平台的整合與活化，有效的串接與應用校內外的資源與系統，創造智慧城市豐富未來生活面貌。成大是知識傳遞與研究的創新殿堂，人工物聯網可以協助校園創新研究蒐集海量資訊與數據分析，使智慧大學城成為智慧城市的微型示範場域。
成大近年來已有不少研究團隊分別投入智慧校園的建置與相關研究，包括建築系林子平教授逐步佈建智慧感測網路，蒐集校園各角落的溫度、溼度、空氣品質等環境狀態，如PM2.5數據、二氧化碳濃度等，將資訊整理成即時訊息，以期建立空氣品質監測校園氣候地圖。都計系黃偉茹教授設計 CK-Forum 線上教學平台，透過雲端協作平台，達到教學創新，除了互動性強且即時性的溝通，能跨越時間、空間以數位記錄保存討論歷程。電機系能源系統管理團隊 ESCO 系統，藉預約功能遠端控制能源使用、人臉辨識功能，整合便利及安全化門禁，以達到節能管理以及空間智慧化。成大也領先各大學建立校園 CK-Bike 自行車網同時也是移動偵測載具，自行車內鍵晶片用來蒐集數據資訊，可用來加強校園環境的動線安全。
佳世達集團（原為明基電通）成立於 1984 年，總部設在桃園，為一跨多領域之全方位電子設計代工公司，產品涵蓋消費性電子、商務、工業、醫療應用等科技電子產品。近年來積極發展大數據整合、雲端運算技術等智慧解決方案。
",https://2030.sdg.ncku.edu.tw/project/ncku-and-qisda-join-hands-in-creating-future-smart-university-city/
9,industry-innovation-and-infrastructure,DOTCam,"A team led by Prof. Bing-Chih Chen (Institute od Space and Plasma Sciences) and Prof. Charles, Lin (Department of Earth Sciences) developed the DOTCam (Dual-band Optical Transient Camera) as a part of the RISESat project, a microsatellite mission and a small satellite development activity in Japan. The objective is to observe Transient Luminous Events (TLEs) in the Earth’s upper atmosphere. With a combination of selected wavelength, the DOTCam can detect different types of TLEs via on-board image processing technology. RISESAT operates in the Earth Limb pointing mode during the DOTCam operation, which is limited to the eclipse side of the earth orbit.
",https://2030.sdg.ncku.edu.tw/project/dotcam/
9,industry-innovation-and-infrastructure,The First Agricultural UAV,"Guided by Prof. Wei Hsiang, Lai (Dept. of Aeronautics & Astronautics) and Prof. Chaur Shiuh, Young (Dept. of Accountancy), Earthgen Tech developed the first agricultural drone in Taiwan. It provides farmers with the advantage of introducing high-efficiency self-developed agricultural unmanned aerial vehicles (UAVs) for pesticide spraying. The UAV has advantages that include uniformity and high spraying efficiency, and its atomizing nozzle can refine pesticide particle size to enhance absorbtion by crops, thus effectively reducing the amount of pesticide used. This has the potential to solve the serious problem of rural labor shortage and the Taiwan “Brain drain.” The development of a UAV team can provide rural jobs that require professional and highly technical skills to attract young people back to their Taiwan home. This technology also improves the efficiency and safety of farmers resulting in added value. Success achieved in this program it is proof of concept and will be possible to transfer it to other fields, thus creating a sustainable, friendly environment for Taiwan’s agricultural industry.
",https://2030.sdg.ncku.edu.tw/project/the-first-agricultural-uav/
9,industry-innovation-and-infrastructure,Intelligent Manufacturing and Industry 4.1,"Over time, due to its growth as an OEM (original equipment manufacturer) and ODM (original design manufacturer), Taiwan has developed an irreplaceable base of strength in the global manufacturing industry chain, The achievements are obvious and well recognized in the global market. in the face of demand for changes in the digital production line, Taiwanese manufacturers are feeling pressure to move product production towards a lower degree of quantity and customization. To become more flexible in terms of production, Taiwanese firms must rely on intelligent software development, helping to initiate the industry 4.1 wave.
Industry 4.0 typically stresses improving corporate productivity, but there is less emphasis on quality. This makes it impossible for factories to achieve the goal of zero defects due to a lack of an affordable, practical online real-time total inspection system. Professor Fan-Tien Cheng (Dept. of Computer Science and information Engineering) and his innovative Automatic Virtual Metrology (AVM) technology can achieve the near zero defect goal because AVN can provide information and data for products online in real-time. When defects are found, the defective product can be screened out. Through this method, almost all deliverables will have zero defects. The defective products will go through the Key-variable Search Algorithm (KSA) to pinpoint the main cause so problems can be resolved. The improvements are continuous, eventually accomplishing the near zero defect goal with most products.
In 2018, the Intelligent Manufacturing Research Center (iMRC) was established at NCKU, using the AVM technology to develop the Advanced Manufacturing Cloud of Things industries and help achieve the goal of nearly zero defects for all of their products.
",https://2030.sdg.ncku.edu.tw/project/intelligent-manufacturing-and-industry-4-1/
9,industry-innovation-and-infrastructure,PHOENIX satellite,"The PHOENIX satellite is a 2U-Cubesat used for upper atmosphere science and technology demonstrations, and is built by an NCKU team led by Prof. Jyh-Chin Juang and Prof. Jiun-Jih Miau. The team is a part of the QB50 program supported by the European Union’s Seventh Framework Programme for Research and Technical Development directed by the von Karman Institute (VKI). The program obtains muti-point measurements for the upper layers of the atmosphere, the mid-lower thermosphere located between altitudes of 200 km and 400 km, using a constellation of CubeSats.
",https://2030.sdg.ncku.edu.tw/project/phoenix-satellite/
9,industry-innovation-and-infrastructure,Professor Wu Develops a Tool That Contributes to Major Breakthrough in C.elegans Research,"As a C.elegans researcher, Professor Wei-Sheng Wu at the Department of Electrical Engineering in National Cheng Kung University recognized the need for a fast and user-friendly tool to aid in C.elegans research. With his master’s student Wei-Che Huang, he thus developed the web tool piScan and helped a research team in Chicago make a breakthrough. They now have the chance to solve a genetic mystery that has baffled C.elegans researchers for more than two decades. Their achievements are published in the February issue of Science in 2018, and the article is expected to capture the attention of C.elegans researchers around the world and exert a significant impact.
The corresponding author of this article in Science, “The piRNA targeting rules and the resistance to piRNA silencing in endogenous genes”, is Professor Heng-Chi Lee of the University of Chicago, and Professor Wu and Wei-Che Huang are co-authors. Professor Wu is devoted to designing bio-databases and developing bioinformatics web tools. Unable to tolerate things that cannot be used or understood, he insists that all of the tools produced in his laboratory must be “simple, functional, but not fancy.” Users only need to open a webpage, choose the settings, and execute. They do not need to install any programs and can obtain results even for people who cannot write any programs.” These tools are exactly what researchers have wanted.
Wu originally specialized in communication systems in graduate school. While pursuing his doctorate degree, however, he decided to follow his mentor, Professor Bor-Sen Chen at the Department of Electrical Engineering in National Tsing Hua University, to cross over into the field of systems biology. By continuously improving himself and his expertise, Wu was able to accumulate enough biological knowledge, and he immediately hit it off with Lee. “We met at a Chinese New Year party held by the University of Chicago Taiwanese Student Association in the January of 2017. Maybe it was because we were both Taiwanese; we decided to collaborate really quickly. Heng-Chi Lee is a post-doctor of Nobel Prize winner Craig Mello. If you don’t have a strong background in biology, you won’t understand what he wants. It was just the perfect conditions for this international collaboration.”
Wu indicated that there is new knowledge to be gained every day. All modern biologists will have to conduct big data analyses at one time or another to derive further conclusions, which makes program development even more important. He regards the development of each program as a process of giving birth to new life and exercises utmost care. In regards to Wei-Che Huang, who was responsible for writing the program, Wu expressed strong praise. “He contributed enormously to this project. He originally had no experience at all but overcame a number of difficulties through self-learning.”
Mild-mannered and reserved, Huang never imagined that his accomplishments would be published in Science. He jokes that he is most thankful for Professor Wu breaking down his neck all the way. “Professor Wu is really different. Most of the time, grad students only see their advisors during meetings, but Professor Wu is at the lab checking our progress and discussing things with us every day, sometimes even on holidays.” With strict and meticulous Wu as his advisor, Huang admitted that there were agonizing days, but he never thought about quitting. Feeling fortunate to have undergone such training, he has gained a strong sense of accomplishment.
Even before its official launch, piScan has already received much attention from C.elegans researchers. Wu indicated that C.elegans researchers have been trying to use reporter genes in the past but were hindered by piRNA recognition, an intracellular defense mechanism. This problem has confronted C.elegans researchers for more than 20 years. Lee found the targeting logic of piRNA in C.elegans to explain why foreign nucleic acids are generally silenced after entering C.elegans germline cells. With piScan, the nucleic acid sequences of fluorescent protein can be changed to escape piRNA targeting, which results in the successful fluorescent protein expression. Thus, C.elegans researchers will be able to insert the nucleic acid sequences that they want to be expressed in C.elegans. In other words, based on the targeting rules of piRNA, researchers can successfully find the sequences they want to be expressed and modify them. “What originally could not be expressed could now successfully be expressed. This is a major breakthrough for biologists.”
As stated in Issue 555 of the Science Monthly, “There are more than 10,000 papers on C. elegans, and six scientists have received Nobel Prizes for research on C.elegans”. This shows that there are numerous C.elegans researchers, and Wu’s achievement will assist them in solving more mysteries in C.elegans genetics.
成大電機工程系教授吳謂勝帶領碩士班學生黃偉哲，站在使用者角度了解線蟲生物學家需求，「要人性化、速度也要夠快」，順利開發出簡便好用的網頁工具piScan，協助芝加哥大學研究團隊找到突破關鍵，可望解開困擾線蟲生物學家20多年的序列謎團，研究成果登上2018年2月《Science》期刊，預期將受到全球線蟲生物學家關注，極具影響力。
這篇榮登《Science》的論文「The rules for piRNA targeting reveal resistance of endogenous genes to piRNA silencing in C. elegans」，通訊作者是美國芝加哥大學李亨啓教授，吳謂勝與黃偉哲為共同作者。吳謂勝教授擅於設計生物資料庫及開發生物資訊網頁工具，「無法容忍看不懂或不能用的狀況」，所有出自他實驗室的工具，一定要「簡單、功能到位但不花俏，只要會使用瀏覽器開啟網頁，選按條件、執行，不需要安裝程式，即使電腦程式功力不佳，也能透過這個工具獲得結論。」完全說中使用者心聲。
原本碩士班專長在通訊的吳謂勝，唸博士班時毅然決然跟隨恩師清大電機系陳博現教授跨足系統生物學，靠著自我不斷精進，提高專業層次，點滴累積生物知識才能夠和李亨啓一拍即合。「2017年1月，我們在美國芝加哥大學台灣同學會春節聚餐上相識，可能因為同是台灣人所以很快就決定合作，李亨啓是諾貝爾獎得主Craig Mello門生，沒有深厚的生物底子很難搞懂他要什麼，此次跨國合作可說是天時地利加上人和。」
吳謂勝指出，知識日新月異，現代生物學家多少都必要透過巨量分析獲得進一步結論，開發程式越顯重要，他把每個程式開發都當作孕育生命的過程，全心呵護。提到這次負責寫程式的學生黃偉哲，吳謂勝教授大力讚賞「他貢獻很大，從原本完全沒有經驗，經過自學克服許多難關。」
溫文靦腆的黃偉哲做夢都沒想過自己的研究成果能登上《Science》，他笑說最感謝吳老師一路緊迫盯人，「老師很不一樣，一般研究生通常都是meeting的時候才會和指導教授見面，但是吳老師是每天、甚至假日都到實驗室關心我們的進度，一起討論。」面對細心又嚴格的吳老師雖然有過痛苦的日子，黃偉哲卻沒想過要放棄，他說很幸運能有這段很好的訓練，覺得很有成就感。
piScan這個網頁工具還未公開發表，就已經備受線蟲生物學家關注。吳謂勝指出，過去線蟲生物學家想使用報導基因（reporter gene）來進行研究，會因為被細胞內的防禦機制piRNA所辨認並受到抑制而無法表現，許多研究因此無法順利進行，這問題已經困擾線蟲生物學家20年。李亨啓找出線蟲中piRNA的結合法則，可以解釋為何外來核酸進到線蟲生殖細胞後通常表現都會受到抑制，進一步透過piScan這個工具，則可以更改螢光蛋白的核酸序列，以逃脫piRNA的結合而能成功表達螢光蛋白，讓線蟲生物學家可以輸入他們想在線蟲表達的核酸序列。也就是說，根據piRNA的結合法則，順利找出想要表現的序列並修正序列。「本來沒辦法成功表現的因此能順利表現，對生物學家而言將可說是震撼性突破。」
根據《科學月刊》第555期提到，「以線蟲為主題的研究論文就有超過上萬篇，甚至還有6位科學家，因線蟲研究而獲頒諾貝爾獎。」足見線蟲生物學家者眾，吳謂勝的開發成果，有助於揭開更多線蟲基因的奧秘。
",https://2030.sdg.ncku.edu.tw/project/ncku-department-of-electrical-engineering-professor-wei-sheng-wu-develops-a-tool-that-contributes-to-major-breakthrough-in-c-elegans-research-published-in-science/
9,industry-innovation-and-infrastructure,AIS&D Marks a Milestone Achievement in AI Development,"The launch of the AI service and data center (AIS&D) on December 26, 2017 confirms the position of National Cheng Kung University (NCKU) as a leader in the field of artificial intelligence. This latest development is the most recent in a proud history: in 1934, the students of the Dept. of Mechanical Engineering successfully built a counting robot; eighty-three years later, the establishment of the AIS&D is a bold declaration of the university’s ongoing commitment to AI research and applications. As the bellwether in the AI field, NCKU has further extended its reach by signing a memorandum of understanding (MOU) with Tainan City Government regarding smart city development.
At the opening ceremony, the AI self-driving car built by NCKU was exhibited outside the venue. With the exception of the auto-body, the creation of this vehicle, including all technologies and applications of artificial intelligence, comprising the sensory devices, judgment and decision-making, driving control, and systemic integration, was achieved by the NCKU-based multidisciplinary team. Vehicle dynamics will be tested at the Guiren campus next year. In commemoration of NCKU’s robotic achievements in 1934, the students of the Department of Mechanical Engineering created a voice-controlled counting robot using industrial waste, with the aim of counting the visitors to the anniversary exposition.
AIS&D has allocated TWD 7 million dollars to the “super computer,” or NVIDIA DGX-1 GPU, which is targeted at the in-depth learning and accelerated analysis of artificial intelligence. Its computing performance equals that of 250 traditional servers, with a total bandwidth of
DGX-1, and speed of 768GB per second.
The AIS&D was founded to provide AI services and assistance to all departments of the university as well as conduct its own AI research through industry-government-academia collaboration and big-data analysis. Relevant curriculum will be provided in the near future.
The R&D director, Sun-Yuan Hsieh, spoke of the three core missions of AIS&D. The center is intended first to provide support for the university’s AI research and development, including intelligent manufacturing, intelligent robots, intelligent aquaculture, and intelligent healthcare. Second, the AIS&D is initiating a collaborative project with Tainan City Government to address the issues of a smart city, digital governance, civil servants’ professional empowerment and big-data analysis. Third, the AIS&D will concentrate on using and analyzing the big data collected for NCKU’s smart campus, in order to improve the environment for both educational and research functions.
The dean of EECS, Wei-Chou Hsu, pointed out that all the colleges of NCKU have been making concerted effort to employ artificial intelligence in various fields, such as intelligent manufacturing, self-driving cars, detection of mycobacterium tuberculosis, analysis of orchid breeding and greenhouse growing systems, long-term care robots, and financial technologies. In short, the AIS&D will not only reap academic results, but also offer valuable help to the industrial and public sectors.
The president of NCKU, Huey-Jen Su, current acting mayor of Tainan, Meng-Yen Lee, and the abovementioned Sun-Yuan Hsieh, and Wei-Chou Hsu jointly participated in the opening ceremony of AIS&D. Shortly afterward, Su and Lee signed the MOU regarding smart-city development. Su stated that the founding of AIS&D serves as a gateway toward improved quality of life for the citizens of Tainan, as well as increased productivity in its industries. Lee stressed the transformative power of artificial intelligence, adding that the intended smart-city cooperation will likely lead to increased employment opportunities in Tainan.
成大領先全國各大學成立「人工智慧服務暨數據中心（AI service and data center AIS＆D）」。1934年校慶，成大機械系學生打造出一台計數機器人，跨越83年，2017年12月26日成大AIS＆D揭牌，宣告全面性發展人工智慧相關研究與應用。成大在AI應用上不但擔任領頭羊角色，也與在地城市緊密結合，與台南市政府簽署合作備忘錄，共同發展智慧城市。
會場外展示了全台第一輛，成大AI自駕車的原型車，車體國外進口，核心的AI技術與運用，包括感測處理、決策判斷、控制與趨動以及系統整合（判斷行人、車輛、找路等等），由成大電資學院、工學院、規劃與設計學院等跨領域團隊研發，目前相關系統已完備，預計明年第一、二季在成大歸仁校區進行動態測試，日後AIS＆D更多的數據加入，自駕車將能辨視更多更複雜的環境。另外，成大研發的先進智慧型機器人，也示範瞄準目標、射箭等動作，過程流暢準確，展現出成大在機器人研發上的能量。
成大AIS&D採購台灣第一部要價700萬元的NVIDIA DGX-1 GPU，是全球第一款專為深度學習以及人工智慧加速分析所打造的設備，具備全面整合的硬體、深度學習應用軟體、開發工具，可立即縮短資料處理時間、將更多資料視覺化、加速深度學習架構，以及設計更精密複雜的神經網路。其電腦的運算能力能處理「奈秒級」的演算，幾乎等同於用250臺x86伺服器而搭建的運算叢集規模，DGX-1的總傳輸頻寬，每秒最高可達768GB。
20世紀前期，科學界開始發展機器人，成大1934年校慶時，機械工程系學生即使用機械工廠的廢料，打造一台「語音計數機器人」，用於計算校慶博覽會現場前來參與活動的人數。成大在21世紀成立AIS＆D，不僅提供優質的AI教學與研究的軟硬體資源配置與服務，先進的設備外，也會聘用博士研究員、技術員等，協助各院系、產官學AI創新研究以及問題解決與大數據分析研究，未來還將提供相關的教育課程。
研發長謝孫源表示，AIS&D有三項重要任務，第一是支援全校AI研發工作，發展成大的特色研究與國際接軌，如智慧製造、智慧機器人、智慧養殖、智慧醫療等等。也要與台南市政府密切合作，尤其是智慧城市、數位治理、公務人員專業增能與城市大數據分析等議題。第三是執行成大智慧校園計畫所蒐集來的巨量資料做進一步分析與再利用，改善師生教學研環境。
電資學院院長許渭州指出，成大各學院都有跨領域應用人工智慧，如智慧製造、自駕車、檢測結核菌叢、蘭花育種分析與溫室培育系統、長照機器人、金融科技、人工智慧技術與服務等。成大擁有技術、師資亦完備，建立自有的AIS&D除了學術研究之外，還能夠協助產業界、政府部門發展AI技術與應用。目前各學校只要有高速運算的需求，都是向國家高速網與計算中心租用設備，但只限學術使用。
成大蘇慧貞校長、台南市代理市長李孟諺、成大研發長謝孫源、電資學院院長許渭州等人共同主持「人工智慧服務暨數據中心」揭牌。隨後由蘇慧貞、台南市長李孟諺簽約，共同發展智慧城市。蘇慧貞表示，AIS&D的成立，代表開發出更多機會，也會有更多努力，為在地城市的進步、生活與產業帶來更好的發展。李孟諺指出，人工智慧翻轉未來，市政府與成大合作發展智慧城市，將為在地帶來更多的就業機會。
",https://2030.sdg.ncku.edu.tw/project/opening-ceremony-of-aisd-marks-a-milestone-achievement-in-ai-development/
10,reduced-inequalities,10.6.10 Disability accommodation policy,"NCKU’s Disability Accommodation Policy
For people with disabilities, NCKU has set up disadvantage Students Support Program (Link 1), resource room (Link 2), and Employee Assistance Programs (Link 3) to provide mentoring and financial support with students, staff, and faculty.
In addition, NCKU passed “National Cheng Kung University Directions of Establishment of Special Education Implementation Committee” to tutoring for disabled students, plan for learning, living in school counseling and support services that meet the needs of disabled students (Link 4). NCKU also passed “NCKU Transportation expenses for Students with Disabilities” for students who need the transportation subsidies from accommodation/home to school (Link 5).
LINK 1:Disadvantage Students Support Program (Scholarship)
LINK 2: NCKU Counseling Division - About the Resource room for Special Education
LINK 3:NCKU Employee Assistance Programs (EAP)
LINK 4:National Cheng Kung University Directions of Establishment of Special Education Implementation Committee
LINK 5:NCKU Transportation expenses for Students with Disabilities
#YEAR2020
",https://2030.sdg.ncku.edu.tw/project/10-6-10-disability-accommodation-policy-2/
10,reduced-inequalities,10.6.9 Disability access scheme,"NCKU's Disability Access Scheme
NCKU provides diverse disability access schemes towards mental, educational and financial issues. Through the subsidies for enrollment, accommodation, study on-campus or abroad, and so on, students could have a better college life without worries. Besides, NCKU also pays attention to student’s mental health, actively promoting various communication activities such as inter-school games.
Link1:The list of resources of helping enrollment for disabled students, admission division, NCKU
Link2:NCKU's Underprivileged Assistance Program provides subsidies for on-campus study and short-term abroad study program
Link3:NCKU cooperated with other universities to held the sport games for disablity students such as ball games and friendship games to break the stereotype of disability
#Year2020
",https://2030.sdg.ncku.edu.tw/project/10-6-9-disability-access-scheme/
10,reduced-inequalities,10.6.8 Disability support services,"NCKU Provides Various Support Services for People with Disabilities
For students with physical and mental handicaps, NCKU offers counseling services prior to enrollment up to post-graduation. NCKU’s Resource Classroom serves as a bridge of communication between disabled students, parents, teachers and school affair units in order to aid students to achieve their maximum potential in the least restrictive environment. Prior to enrollment, parents of handicapped students could consult the Resource classroom of their children’s condition, allowing the university to understand the student’s circumstances and make the best accommodations in order to integrate the student into the campus environment. The Resource classroom not only offers help in counseling, but also provides services such as study groups, after-school tutors, scholarship information as well as dorm accommodations so that students would be able to pursue higher education without feeling limited by their physical and mental handicaps.
Link 1: NCKU Resource Classroom - Special Education Counseling
Link 2: NCKU Counseling Division - About the Resource Classroom
Link 3: Talent Pool System of People with Disabilities
#Year 2020
",https://2030.sdg.ncku.edu.tw/project/10-6-8-disability-support-services/
10,reduced-inequalities,10.6.7 Accessible facilities,"NCKU's Accessible Facilities
NCKU has provided various accessible facilities for people with disabilities. Elevators, barrier-free ramps, priority parking areas and toilets could be found everywhere inside campuses with the facility map, and are open for all those who are in need. In addition, NCKU has implemented the dormitory strategy of reserving a certain number of beds for students with special needs, to achieve the goal of guaranteed accommodation.
Link1:The accessible facility map inside NCKU (made by the students from the departments of computer science and information engineering, electrical engineering, and mechanical engineering)
Link2:The map of accessible facilities, nursing room, priority parking for women and children and gender-friendly toilet, inside NCKU
Link3:NCKU's housing service division provides reserved beds for students in need such as disability
#Year2020
",https://2030.sdg.ncku.edu.tw/project/10-6-7-accessible-facilities/
10,reduced-inequalities,10.6.6 Support for underrepresented groups,"NCKU's Support for Underrepresented Groups
NCKU provides various supports, including education resources, programs, and counselling services for students, staff, and faculty from underrepresented groups. The mentors for students focus on not only their academic performance but also their mental health. Also, the counselors provide short-term consultation, psychological testing, and many related activities. The measures against discrimination and unbalanced resource allocation are under the goal of making all the help at everyone’s fingertips.
Link1:Implementation Regulations for the Mentor System at NCKU
Link2: NCKU-“The Happiness Magic House”  managed by the psychological counselors.
Link3:The homepage of Counseling and Wellness Services Division, NCKU
#Year2020
",https://2030.sdg.ncku.edu.tw/project/10-6-6-support-for-underrepresented-groups/
10,reduced-inequalities,10.6.5 University diversity officer,"NCKU's University Diversity Officer
There are several measures against discrimination diversity committees in NCKU. NCKU has various committees and offices, composed of people with diverse backgrounds and positions, with different functions including advisory, policy implementation, human rights, etc. One of the aforementioned committees is the Gender Equity Education Committee, which is dedicated to establishing a non-discrimination educational environment and a safe and harmonious campus. The committee consists of 21 members, including the Principal of the university, the head of General Affairs, the dean of Education, professors, scholars, employee and student representatives. The committee should hold a meeting to review the policies at least once per semester, and any amendments in policies or in the structure of the committee will be approved after the School Affairs meeting is held.
Link1: NCKU Gender Equity Education Committee
Link2: NCKU Gender Equity Education Committee Establishment Guidelines
Link3: NCKU Gender Equity Education Committee-Member list in  2020
#Year2020
",https://2030.sdg.ncku.edu.tw/project/10-6-5-university-diversity-officer/
10,reduced-inequalities,10.6.4 Anti-discrimination policies,"NCKU's Anti-discrimination Policies
NCKU has policies to prevent discrimination and harassments for students and staffs. NCKU implements the Gender Equality Act in order to prevent sexual assaults and harassment, and provide a safe campus environment for all members of the university. In any case the act of sexual harassment, bullying or assault occurs within the campus vicinity, victims should report to the Personnel Office and/or relevant authorities in order to receive help and immediate treatment. Cases will be dealt and reviewed by the Gender Equity Committee and offenders shall be punished or expelled accordingly.
Link 1: National Cheng Kung University Guidelines for the Implementation of Gender Equity Education
Link 2: National Cheng Kung University Regulations on the Prevention of Sexual Assault, Sexual Harassment, and Sexual Bullying on Campus
Link 3: National Cheng Kung University Directions for the Prevention of Sexual Harassment in the Workplace
#Year2020
",https://2030.sdg.ncku.edu.tw/project/10-6-4-anti-discrimination-policies/
10,reduced-inequalities,10.6.3 Access to university underrepresented groups recruit,"NCKU’s Access to University Underrepresented Groups Recruit
NCKU strives to protect the rights and interests of people with disabilities and indigenous people. Therefore, we established the “Talent Pool System of People with Disabilities” (Link 1) to consolidate the information from the people with disabilities. In addition, NCKU insists with the central government’s regulations and monthly track the employment of people with disabilities and indigenous people (Link 2).
In addition, NCKU continually expands enrollment every year for students from low-income households, children of new immigrants, elite athletes, and students with special circumstances. (Link 3)
The Indigenous Students Resource Center provides freshman orientation, indigenous publication library, cultural exchange and career assistance. The center also promotes scholarships for indigenous students, like: “Higher Education Sprout Project” and the subsidy for encouraging indigenous students to attend cultural training activities. (Link 4)
Link 1: Talent Pool System of People with Disabilities
Link 2: Central government’s regulations of people with disabilities and indigenous
Link 3:Admission Announcement
Link 4: The Indigenous Students Resource Center
#Year 2020
",https://2030.sdg.ncku.edu.tw/project/10-6-3-access-to-university-underrepresented-groups-recruit/
